,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,3SsnPorch,ScreenPorch,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
352,8,3,0.0685871746874845,-0.14360094022791436,1,0,1,3,3,4,0,7,1,3,0,0,5,6,-1.0024923163737438,-1.689368497954768,1,1,3,2,2,1,3,2,2,2,-0.4554083348372699,-1.006554239502833,2,2,0,4,-1.4144628907483117,0.3391720576248058,-0.12024172373467248,-0.769966486960476,0,1,1,0,3,1,2,5,7,0,0,1,1,-1.2772099524479834,3,2,2,-0.36908258206854355,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,3,2008,5,4,-1.4084586489221846
353,5,4,0.0685871746874845,-0.20012616561619176,1,0,1,3,3,4,0,17,3,3,0,2,6,8,-1.4330619836085579,0.8786680880058696,1,1,3,2,3,0,3,3,1,1,-0.9730181828073765,-0.9883125162137782,2,3,1,4,-1.1453502818691668,-0.7951632272572445,-0.12024172373467248,-1.5143024988725078,0,0,1,0,2,1,2,5,7,0,0,1,2,0.05155935106155949,3,3,2,0.09382176868110871,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,5,2010,8,4,-1.1364469578312133
354,8,3,0.0685871746874845,-0.21215280931582525,1,0,1,0,3,4,0,18,3,3,0,0,6,5,-1.0356130600071909,0.7333075265363995,1,1,3,2,2,1,3,3,1,2,-0.12203250055143851,-0.2677644462961117,2,4,1,4,0.07600694304387608,0.12834610568713178,-0.12024172373467248,0.15141108277206458,0,0,1,0,2,1,2,6,7,2,4,1,1,-1.0900593463198789,3,3,2,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,6,2006,8,4,-0.437381964844249
355,4,3,1.367197369779048,0.07337975651963984,1,0,3,3,3,4,0,5,3,3,0,2,6,5,0.7860278398324076,0.4910399240872828,1,1,3,3,3,2,4,4,1,5,-0.24046865220561545,0.325091560598171,2,4,1,4,0.09670791295765646,-0.7951632272572445,-0.12024172373467248,-0.6005396197989138,1,0,2,0,3,1,3,6,7,0,0,2,2,0.2246736617300563,3,3,2,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,8,2007,8,4,0.15695623637976636
356,4,3,-1.6628930854346002,-0.12716452717174861,1,0,2,3,3,4,0,8,3,3,0,2,6,6,0.686665608932066,0.34567936261781274,1,1,1,2,2,2,4,3,1,6,0.25520857508779177,0.22932251333063305,2,3,1,4,0.011316412063312374,-0.7951632272572445,-0.12024172373467248,-0.6633608177352234,1,0,2,0,3,1,3,6,7,0,0,2,2,-0.3414569218074603,3,3,2,0.20555730162067995,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,7,2009,8,4,0.0926485809101044
357,0,4,-0.39314089467840474,-0.6306800100630707,1,0,1,3,3,4,0,10,3,3,4,2,5,5,0.15673371079690998,-0.4295769652193609,1,1,3,2,2,2,4,3,1,5,0.9438928643361539,0.19283906675252335,2,2,1,4,-0.053374118917251336,-0.7951632272572445,-0.12024172373467248,-0.7109526343536398,1,0,1,1,3,1,2,6,7,1,1,3,2,0.2574250178024746,3,3,2,3.5256988518250827,-0.11633928614822256,-0.2702083542015609,3,0,-0.08768781151769862,8,2007,8,4,-0.5470763604610349
358,12,3,0.992043313419263,-0.3594791946363355,1,0,2,3,3,4,0,4,3,3,0,7,5,4,-0.4394396746051405,-1.3017403340361813,3,1,1,2,2,1,3,3,3,4,-0.31503956250639353,0.010421833861974825,2,4,1,1,0.4900263413194838,-0.7951632272572445,-0.12024172373467248,-0.31118137475894236,0,1,1,0,3,1,3,6,5,0,0,1,1,-0.8654786189661533,3,3,2,0.5886505574134956,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,7,2006,8,0,-0.6229696927569423
359,9,3,0.5880312527241099,0.14974894401231248,1,0,2,3,3,1,0,15,3,3,0,5,8,5,0.8853900707327494,0.6364004855567529,1,1,1,3,2,2,4,3,3,6,1.1237403538850892,0.06514700372913938,2,4,1,4,-0.19828090831371403,1.1251862045228729,-0.12024172373467248,0.7777193894704237,1,0,2,1,3,1,3,7,7,1,3,2,2,0.556865987607442,3,3,2,0.907894937240842,-0.11633928614822256,6.439717960238401,0,0,-0.08768781151769862,6,2006,8,4,1.29845841252264
360,13,3,-1.6628930854346002,-0.2983437558298653,1,0,2,3,3,1,0,11,3,3,0,6,6,6,0.22297519806380448,-0.3326699242397142,1,1,3,2,2,1,4,3,3,6,0.7223733955014897,-0.3863356476749682,2,4,1,4,-0.6485270039384374,-0.7951632272572445,-0.12024172373467248,-1.1487973472430701,1,0,1,0,2,1,2,5,7,1,3,2,2,-0.013943361083277135,3,3,2,-0.7521758378613592,-0.11633928614822256,3.1744597002702917,3,0,-0.08768781151769862,6,2007,8,4,-0.16638395047393348
361,8,3,-1.6628930854346002,-0.13758761837809763,1,2,1,3,3,4,0,3,3,3,0,0,5,5,-1.0356130600071909,-0.13885584228042078,1,1,3,2,2,1,3,3,1,3,-0.09790661780706914,-0.3977367247306275,2,3,1,4,-0.4518677897575238,0.38958695917511915,-0.12024172373467248,-0.019919457054234292,1,0,1,0,3,1,2,8,7,0,0,1,1,-1.0900593463198789,3,3,0,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,7,2008,8,4,-0.34950318306187145
362,13,3,0.1840191920289568,-0.32229682119830194,1,0,1,3,3,0,0,7,3,3,0,6,7,5,1.0509937888999856,0.8786680880058696,1,1,1,3,2,3,0,0,0,0,-0.9730181828073765,-2.411166932760057,2,4,1,4,-1.72756506069424,2.474930614210807,-0.12024172373467248,0.7739120441409505,0,0,3,0,4,1,3,7,7,1,5,2,2,0.9311671998636514,3,3,2,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,7,2009,3,4,0.4369819761149323
363,1,4,-1.0568749943918705,-0.8856448564953007,1,0,1,3,3,4,0,2,3,3,3,5,6,8,0.02425073626312099,1.072482169965163,1,1,1,2,2,1,3,3,1,5,-0.6177097278448457,-1.30982288918337,2,3,1,4,-1.7586165155649107,0.35979633553175216,-0.12024172373467248,-1.006021897387821,0,0,1,1,2,1,3,5,7,0,0,1,1,-0.977768982643016,3,3,2,1.2431015360595556,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,5,2009,8,4,-0.8655095792474985
364,9,3,-1.6628930854346002,0.8301563113190772,1,0,2,3,3,2,0,14,3,3,0,5,6,5,0.15673371079690998,-0.4295769652193609,1,1,1,2,2,2,4,3,2,6,0.5885844093736231,-0.596115465499099,2,2,1,4,-0.9642167951235884,1.0014405370811947,-0.12024172373467248,0.11143395681259484,1,0,2,1,3,1,2,6,7,1,3,3,2,0.435218093624174,3,3,2,1.6900436678178408,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,7,2006,8,4,0.32738172844470437
365,10,4,0.03972917035211643,0.01735564128551383,1,0,1,3,3,4,0,9,3,3,0,5,5,7,-1.6980279326761358,0.5879469650669296,3,1,3,2,3,1,3,2,1,3,0.027109320050117642,-0.8788621764794492,2,3,1,0,-1.269556101351849,0.7447828564614177,-0.12024172373467248,-0.3264107560768356,0,0,1,0,3,1,2,6,7,0,0,1,1,-0.023300891389682367,3,2,2,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,7,2009,8,4,-0.31519732735464273
366,4,3,-1.6628930854346002,-0.10190857540251827,1,0,2,3,3,4,0,12,3,3,0,2,6,5,-0.27383595643790426,-1.0594727315870645,1,1,1,2,2,1,4,3,1,4,0.362678416403619,0.7674533503577512,2,3,1,4,0.5987064333668308,-0.7951632272572445,-0.12024172373467248,-0.2312271228400029,1,0,1,1,3,1,2,6,7,2,4,2,2,0.191922305657638,3,3,2,-0.7521758378613592,-0.11633928614822256,3.048872844117672,0,0,-0.08768781151769862,7,2009,8,4,-0.11868177859266557
367,12,3,1.2517653524375758,-0.13698628619311595,1,0,2,3,3,0,0,12,3,3,0,7,6,5,-0.3069567000713515,-1.1079262520768878,1,5,1,2,2,1,4,3,4,6,-0.15931795570182755,0.09478980407385351,2,3,1,4,0.6944484192180651,-0.7951632272572445,-0.12024172373467248,-0.1607912342447467,0,1,1,0,3,1,2,6,7,1,4,2,1,-0.8280484977405324,3,3,2,-0.241384830137605,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,12,2008,8,4,-0.025919755150795788
368,4,3,0.5880312527241099,-0.2722860278139927,1,0,1,3,3,4,0,12,3,3,0,2,5,6,-0.5719226491389294,-1.4955544159954748,1,1,1,2,2,2,3,3,1,2,0.21134333373439287,0.48014620855513723,2,3,1,4,0.27266615722478976,-0.7951632272572445,-0.12024172373467248,-0.47108987859682133,0,0,1,0,2,1,2,7,7,1,4,3,1,-1.0713442857070683,3,3,2,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,3,2010,8,4,-0.5847355408650805
369,4,3,-1.6628930854346002,-0.06883530522852618,1,0,2,3,3,0,0,12,3,3,0,2,5,7,-0.40631893097169325,1.0240286494753397,1,1,3,2,3,1,3,3,1,5,-0.8151033139351406,0.012702049273106681,2,4,1,4,0.32183096077001816,-0.7951632272572445,-0.12024172373467248,-0.4349200979668249,1,0,1,0,3,1,3,7,7,1,4,3,2,0.4820057451562002,3,3,2,2.152948018567493,-0.11633928614822256,2.995049905766549,0,0,-0.08768781151769862,3,2010,8,4,-0.07187128850974424
370,9,3,-1.6628930854346002,-0.2401147559174731,1,0,2,3,3,4,0,8,3,3,0,5,6,5,0.9516315579996439,0.7333075265363995,1,1,3,2,2,2,4,3,1,1,-0.9730181828073765,-0.23812164595139754,2,4,1,4,-0.542434533130313,0.8341547273915186,-0.12024172373467248,0.2827644966388937,0,0,2,1,3,1,2,7,7,1,3,2,2,-0.060731012615303295,3,3,2,0.04593511170700675,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,1,2006,8,4,0.08394809165765141
371,8,3,0.6457472613948461,0.6617832995242083,1,0,1,3,3,4,0,4,2,3,0,0,4,4,-0.40631893097169325,-1.253286813546358,1,1,3,2,2,1,0,0,0,0,-0.9730181828073765,-2.411166932760057,2,2,1,4,-0.1103017861801474,0.27729922390396666,-0.12024172373467248,0.138085374118908,0,0,2,0,4,1,2,7,5,1,4,3,2,0.9685973210892723,3,3,0,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,7,2008,8,4,-0.5390158201274384
372,0,3,-0.21999286866619627,-0.3349247970829171,1,0,1,3,3,4,0,20,3,3,4,2,6,5,0.421699659864488,-0.04194880130077408,1,1,3,2,2,1,4,3,1,5,0.39338408535099817,-0.7146866668779556,2,2,1,4,-1.0625464022140452,-0.7951632272572445,-0.12024172373467248,-1.4533849736009348,1,0,1,0,2,1,2,4,7,0,0,1,1,-0.977768982643016,3,3,2,2.065155814114973,-0.11633928614822256,1.34447979633212,3,0,-0.08768781151769862,2,2010,8,4,-0.7211896659891704
373,4,3,0.616889257059478,0.0117432075590182,1,0,1,3,3,4,0,12,3,3,0,2,5,6,-0.6050433927723767,-1.544007936485298,1,1,3,2,2,2,3,3,1,4,-0.03430201784464077,-1.024795962791888,2,2,1,4,0.4046348404251397,-0.7951632272572445,-0.12024172373467248,-0.37400257269525194,1,0,1,0,3,1,2,5,5,0,0,1,1,-0.9496963917238004,3,3,2,-0.22542261114623768,-0.11633928614822256,-0.2702083542015609,2,0,-0.08768781151769862,11,2009,8,4,-0.7615822885101834
374,9,3,0.2128771963643249,-0.23219721548188108,1,0,1,3,3,4,0,5,3,3,0,5,7,5,1.0509937888999856,0.927121608495693,1,1,3,3,2,2,4,3,1,1,-0.9730181828073765,-0.4798244795313743,2,4,1,4,-0.8167223844879031,1.6820417080104249,-0.12024172373467248,0.7853340801293703,0,0,2,1,4,1,3,8,7,1,4,3,2,-0.1823789065985713,3,3,2,0.04593511170700675,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,7,2007,8,4,0.6888210523880736
375,5,3,-1.6628930854346002,-0.04979311937077315,1,0,2,2,3,4,2,7,3,3,0,2,1,1,-1.6317864454092414,-1.689368497954768,1,1,3,1,1,0,2,1,4,4,-0.20537645912289634,-0.8537798069569987,2,3,0,0,-0.6692279738522179,-0.7951632272572445,-0.12024172373467248,-1.1640267285609633,1,0,0,1,1,1,1,4,3,0,0,0,0,-2.2129629830885067,0,0,2,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,3,2009,8,4,-2.5178659492342894
376,13,3,-0.01798683831861973,-0.1674537835655208,1,0,2,3,3,1,0,5,3,3,0,6,5,5,0.819148583465855,0.5394934445771061,1,1,3,3,2,2,4,3,3,6,-0.3194260866417334,-0.4273795250753416,2,4,1,4,-0.6433517614599924,-0.7951632272572445,-0.12024172373467248,-1.1449900019135968,0,0,1,0,2,1,2,5,7,0,0,1,2,0.4820057451562002,3,3,2,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,7,2006,8,4,-0.2982190365310082
377,9,1,1.2806233567729437,0.06275622125163025,1,0,2,3,3,0,0,21,3,3,0,5,8,5,1.084114532533433,0.9755751289855163,1,1,3,3,2,2,4,3,1,1,-0.9730181828073765,1.1915734168282766,2,4,1,4,1.0800039838622248,1.2351823533599202,-0.12024172373467248,1.8095099737576903,0,0,3,0,4,1,3,8,7,1,4,2,2,0.6410837603650892,3,3,2,0.5168205719523427,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,12,2007,8,4,1.7846810486776135
378,4,3,0.8766112960777908,0.0879119509900303,1,0,1,3,3,0,0,22,3,3,0,2,9,2,1.2828389943341165,1.2178427314346332,3,1,4,3,2,2,5,3,3,6,2.1962455049756917,1.8209128703006687,2,4,1,4,1.7941874458876481,-0.7951632272572445,-0.12024172373467248,0.6482696482683313,1,0,1,1,1,1,4,8,7,1,5,3,3,1.689127154682475,3,3,2,0.14968953515089434,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,6,2010,6,5,2.1565707110544747
379,9,3,0.0685871746874845,-0.23991431185581255,1,0,2,3,3,4,0,8,5,3,0,5,6,5,0.9516315579996439,0.7333075265363995,1,1,1,2,2,2,4,3,1,1,-0.9730181828073765,-0.1719953990285737,2,4,1,4,-0.40270298621229533,1.022064814988141,-0.12024172373467248,0.5416639790430786,0,0,2,1,3,1,2,7,7,1,3,3,2,-0.046694717155695446,3,3,2,0.04593511170700675,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,6,2009,8,4,0.17803031561731295
380,8,3,-0.21999286866619627,-0.5529077141387742,1,2,1,3,3,4,0,18,3,3,0,0,5,6,-1.5655449581423468,-1.689368497954768,1,1,3,2,2,0,3,3,1,2,-0.49488705205532885,-0.07166592093877201,2,2,1,4,-0.35353818266706694,0.7287417514226816,-0.12024172373467248,0.3341636585867834,0,0,2,0,3,1,3,6,7,1,4,1,1,-0.7719033159021009,3,3,2,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,5,2010,8,4,-0.6814382233485567
381,4,1,0.0685871746874845,-0.33241924631216013,1,2,1,3,3,4,0,21,3,3,0,2,7,5,1.1503560198003273,1.0240286494753397,1,1,3,3,2,2,4,4,1,1,-0.9730181828073765,0.5371515938334337,2,4,1,4,0.35805765811913387,-0.7951632272572445,-0.12024172373467248,-0.40826868066051175,1,0,2,0,2,1,3,5,7,1,4,2,2,0.46329068454338973,3,3,2,0.9717438132063113,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,8,2006,6,5,0.297548689023064
382,9,3,0.616889257059478,-0.12746519326423944,1,0,2,3,3,4,0,5,3,3,0,5,7,5,1.1503560198003273,1.0240286494753397,1,1,3,3,2,2,4,3,3,1,-0.9730181828073765,-0.2700446617072435,2,4,1,4,-0.5786612304794286,1.171017933204976,-0.12024172373467248,0.5359529610488687,0,0,2,1,3,1,3,8,7,0,0,2,2,0.776767949807965,3,3,2,0.3971039295170878,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,4,2007,8,4,0.6194137007060859
383,7,2,0.0685871746874845,-0.1520195908176578,1,0,1,3,3,0,0,20,3,3,0,1,6,3,-1.4330619836085579,-1.689368497954768,1,1,3,2,2,0,2,2,1,1,-0.9730181828073765,-0.6234780504326812,2,2,0,0,-0.9797425225589236,-0.7951632272572445,-0.12024172373467248,-1.392467448329362,0,0,1,0,2,1,2,5,7,0,0,1,2,-0.5286075279355649,2,2,0,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,10,2009,8,4,-1.9672744346364694
384,9,3,-1.6628930854346002,4.268473523013462,1,0,3,2,3,0,1,4,2,3,0,5,6,5,0.686665608932066,0.34567936261781274,1,1,3,3,2,2,4,3,3,6,1.1873449538475176,1.1915734168282766,2,4,1,4,-0.2163942569882719,1.2076833161506584,-0.12024172373467248,0.8329258967477867,1,0,2,1,3,1,3,9,7,2,2,3,2,0.13109835866600397,3,3,2,0.9717438132063113,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,6,2007,8,4,0.9124206679464469
385,0,3,-0.42199889901377285,-0.7351113661882215,1,0,1,3,3,4,0,0,3,3,4,2,8,5,1.084114532533433,0.9755751289855163,1,1,1,3,2,2,4,3,1,6,-0.9203798931832978,0.452783623621555,2,4,1,4,0.2752537784640123,-0.7951632272572445,-0.12024172373467248,-0.46918620593208465,0,0,2,0,2,1,3,6,7,1,3,3,2,-0.20109396721138179,3,3,2,0.4130661485084551,-0.11633928614822256,2.3132926866523285,0,0,-0.08768781151769862,4,2010,8,4,0.3536048822321622
386,8,3,0.010871166016748349,-0.21115058900752248,1,0,1,3,3,2,0,7,2,3,0,0,5,3,-2.029235369010608,0.5394934445771061,2,1,3,2,1,2,3,3,1,1,-0.9730181828073765,-0.9107851922352952,2,2,1,4,-1.3057827987009647,0.4102112370820655,-0.12024172373467248,-0.6309983824347003,0,0,1,0,5,1,2,8,7,0,0,0,0,-2.2129629830885067,0,0,0,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,5,2006,8,1,-1.8077116658766332
387,12,3,0.4148832267119015,-0.33241924631216013,1,0,1,3,3,4,0,7,3,3,0,7,6,6,0.15673371079690998,-0.4295769652193609,3,1,1,2,2,1,3,3,3,5,0.4109301818923577,-0.03746268977179416,2,4,1,4,-0.09736367998403465,-0.7951632272572445,-0.12024172373467248,-0.7433150696541628,1,0,1,0,3,1,2,6,7,1,2,1,1,-0.5660376491611858,3,3,2,1.610232572861004,-0.11633928614822256,-0.2702083542015609,2,0,-0.08768781151769862,10,2009,8,0,-0.7211896659891704
388,4,3,1.020901317754631,-0.1137347750404912,1,0,2,3,3,1,0,5,3,3,0,2,7,5,0.9185108143661966,0.7333075265363995,1,1,1,3,2,2,4,3,1,1,-0.9730181828073765,0.9361892907815086,2,4,1,4,0.8186542387007475,-0.7951632272572445,-0.12024172373467248,-0.0694149463373873,0,0,2,0,3,1,3,6,7,0,0,2,2,0.4866845103094028,3,3,2,0.20555730162067995,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,7,2008,8,4,0.340527628994966
389,9,3,1.1074753307607352,0.1961517442867317,1,0,1,3,3,4,0,16,3,3,0,5,10,5,1.1834767634337746,1.1209356904549863,1,1,4,4,2,2,5,3,3,6,1.8343572638101509,1.4241553887637257,2,4,1,4,1.4991986246162776,0.5568727688647952,-0.12024172373467248,1.5544178366829786,1,0,2,1,3,1,4,9,7,1,5,3,3,1.7452723365209066,3,3,2,0.812121623292638,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,8,2008,6,5,2.3493823560296643
390,8,3,-0.21999286866619627,-0.21165169916167387,1,1,1,3,3,4,0,7,3,3,0,0,5,8,-2.3604428053450808,-1.689368497954768,1,1,3,2,2,0,3,4,1,3,-0.4444420244989202,-0.4479014637755283,2,4,1,4,-0.5217335632165325,0.13522086498944724,-0.12024172373467248,-0.28262628478789253,1,0,1,0,4,1,2,7,7,0,0,1,1,-0.41631716425870213,3,3,2,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,3,0,-0.08768781151769862,4,2008,8,4,-0.8443762191969583
391,9,3,0.38602522237653336,0.16959290611670774,1,0,2,3,3,1,0,11,3,3,0,5,6,5,0.9847523016330911,0.8302145675160463,1,1,3,2,2,2,5,3,1,5,0.5403326438848843,-0.5778737422100442,2,4,1,4,-0.9279900977744726,1.8562022770024165,-0.12024172373467248,0.8481552780656799,1,0,2,1,3,1,3,7,7,1,3,3,2,0.4071455027049583,3,3,2,0.24546284909909824,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,6,2009,8,4,0.6369467126094496
392,4,3,-1.6628930854346002,-0.21826635319647228,1,0,2,3,3,4,0,12,3,3,0,2,5,7,-0.40631893097169325,-1.253286813546358,1,1,3,2,2,3,0,0,0,0,-0.9730181828073765,-2.411166932760057,2,2,1,4,-0.7261556411151139,-0.7951632272572445,-0.12024172373467248,-1.2059075271851698,0,0,1,0,3,1,2,5,7,0,0,2,1,-0.8374060280469375,3,3,2,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,3,2,2.331895862199629,7,2007,8,4,-1.122298398704114
393,5,3,-1.6628930854346002,-0.3077646267279115,1,0,1,3,3,0,0,3,2,3,0,2,4,5,-1.0024923163737438,-1.689368497954768,1,1,3,2,2,1,3,3,1,3,-0.3896104728071716,-0.6143571887881538,2,2,1,0,-0.9693920376020334,-0.7951632272572445,-0.12024172373467248,-1.3848527576704153,0,0,1,0,2,1,2,4,7,2,3,0,0,-2.2129629830885067,0,0,2,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,2,0,-0.08768781151769862,4,2006,8,0,-1.2800054517034507
394,8,3,0.0685871746874845,-0.03836780785612134,1,0,1,3,3,4,0,17,3,3,0,0,5,6,-1.0356130600071909,-1.689368497954768,1,1,3,2,2,1,3,3,1,1,-0.9730181828073765,-0.7352086055781423,2,3,1,0,-1.1065359632808285,-0.10997888345980404,-0.12024172373467248,-0.9165492821451984,0,0,1,0,2,1,2,5,7,0,0,1,1,-1.0900593463198789,3,3,2,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,7,2007,8,4,-1.0641916549239092
395,4,3,0.29945120937042913,-0.09479281121356846,1,0,1,3,3,4,0,7,3,3,0,2,5,6,-0.5056811618720349,-1.398647375015828,1,1,3,2,2,1,3,3,3,4,0.6478024852007116,0.19739949757478706,2,2,1,4,-0.048198876438806236,-0.7951632272572445,-0.12024172373467248,-0.7071452890241664,1,0,1,0,3,1,2,6,7,0,0,1,1,0.5755810482202525,3,3,2,-0.4010070200512782,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,6,2010,8,4,-0.6423079224744307
396,4,3,0.0685871746874845,-0.33241924631216013,1,0,1,2,3,4,0,5,3,3,0,2,5,5,0.02425073626312099,-0.6233910471786543,3,1,3,2,2,1,3,3,3,3,0.7311464437721694,-0.3726543552081771,2,2,1,4,-0.6951041862444434,-0.7951632272572445,-0.12024172373467248,-1.18306345520833,0,0,1,0,2,1,2,6,7,0,0,2,2,0.5942961088330629,3,3,2,0.9637627037106277,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,9,2009,8,4,-0.7615822885101834
397,9,3,0.3283092137057972,-0.2933326542883513,1,0,1,3,3,4,0,12,6,3,0,5,5,5,-0.3069567000713515,-1.1079262520768878,1,1,1,2,2,1,3,3,1,5,0.21134333373439287,-0.4410608175421328,2,2,1,4,-0.7416813685504492,1.349761675065178,-0.12024172373467248,0.5645080510199185,0,0,2,0,4,1,2,8,7,1,3,2,1,-0.977768982643016,3,3,2,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,7,2007,8,4,0.04146426449243524
398,5,4,0.0685871746874845,-0.15532691783505703,1,0,1,3,3,0,0,9,3,3,0,2,5,2,-1.6980279326761358,-1.689368497954768,1,1,3,2,1,0,2,1,1,1,-0.9730181828073765,-0.2198799226623427,2,3,1,3,-0.22156949946671697,-0.7951632272572445,-0.12024172373467248,-0.8346913575615222,0,0,1,0,2,1,2,6,2,0,0,1,1,-0.6315403613060224,1,1,0,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,11,2007,8,0,-2.282916737827924
399,9,1,0.2128771963643249,-0.23971386779415202,1,0,1,3,3,4,0,21,3,3,0,5,7,5,1.1503560198003273,1.072482169965163,1,1,4,3,2,2,4,3,1,6,0.8079106161406174,0.07882829619593051,2,4,1,4,-0.13100275609392778,0.2085516308808121,-0.12024172373467248,0.06574581285891513,1,0,2,0,2,1,3,7,7,0,0,3,2,-0.16366384598576086,3,3,2,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,10,2009,8,4,0.9228335241304962
400,0,3,-0.5662889206906132,0.4456043790232963,1,0,3,3,3,4,0,24,3,3,4,2,8,5,0.819148583465855,0.5394934445771061,1,1,3,3,2,2,4,3,1,6,0.750885802381199,0.4619044852660824,2,4,1,4,0.32441858200924073,-0.7951632272572445,-0.12024172373467248,-0.4330164253020882,1,0,1,1,1,1,4,4,7,2,4,3,2,0.12641959351280135,3,3,2,0.20555730162067995,-0.11633928614822256,3.748571042682267,0,0,-0.08768781151769862,12,2008,8,4,0.9691628921769748
401,4,3,0.2128771963643249,-0.17537132400111283,1,0,2,3,3,4,0,5,3,3,0,2,7,5,1.1172352761668802,0.9755751289855163,1,1,3,3,2,2,4,3,3,6,-0.9203798931832978,0.5759152558226752,2,4,1,4,0.3813462492721368,-0.7951632272572445,-0.12024172373467248,-0.3911356266778818,0,0,2,0,3,1,3,6,7,1,4,3,2,-0.3414569218074603,3,3,2,-0.7521758378613592,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,7,2006,6,5,-0.026071534798964072
402,5,3,0.0685871746874845,-0.03175315382132292,1,0,1,3,3,4,0,19,3,3,0,2,5,8,-1.0356130600071909,0.5879469650669296,1,1,3,2,2,2,3,3,1,1,-0.9730181828073765,-0.8788621764794492,2,4,1,4,-1.269556101351849,-0.7951632272572445,-0.12024172373467248,-1.6056787867798672,0,0,1,0,2,1,2,4,7,0,0,1,1,-1.0900593463198789,3,3,0,0.5886505574134956,-0.11633928614822256,-0.2702083542015609,4,0,-0.08768781151769862,8,2008,8,4,-1.0872728165070333
403,9,3,1.020901317754631,0.15766648444790454,1,0,1,3,3,0,0,15,3,3,0,5,8,5,0.8853900707327494,0.6364004855567529,3,1,1,3,2,2,4,3,1,1,-0.9730181828073765,0.19055885134139147,2,3,1,4,0.006141169584867276,1.7209986773902126,-0.12024172373467248,1.4230644228161495,0,0,2,1,4,1,3,10,7,1,3,3,2,-0.24788161874340794,3,3,2,0.3971039295170878,-0.11633928614822256,-0.2702083542015609,0,0,-0.08768781151769862,7,2006,8,0,1.0935324548924583
